507,0.2839385126299676,-0.4751990812099552,2.006119339191895,0.34823343675035595,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7049263715744019
852,3.443221762020101,-0.4751990812099552,-0.4743258521037861,-0.813805534261317,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.12837105989456177
436,-1.1801195785508258,0.4313502389523841,2.006119339191895,1.8990457475784397,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9460016489028931
748,0.052771445601421274,-0.4751990812099552,-0.4743258521037861,-0.3308153928167706,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7787176370620728
682,-0.17839562142712506,-0.4751990812099552,-0.4743258521037861,1.4414804142989346,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6417060494422913
337,-0.024284243408094167,0.4313502389523841,-0.4743258521037861,1.2971232366153405,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3244677186012268
248,-0.4095626884556714,-0.4751990812099552,2.006119339191895,-0.22558157292441078,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7280076742172241
609,-0.5636740664747023,0.4313502389523841,2.006119339191895,0.8192079732926797,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8211575746536255
2,0.6692169576775449,0.4313502389523841,-0.4743258521037861,1.3663796257695997,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.91602623462677
289,0.9774397137156066,-0.4751990812099552,-0.4743258521037861,-0.3308153928167706,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2061857283115387
759,0.36099420163948304,-0.4751990812099552,-0.4743258521037861,-0.7819012502244029,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04912719130516052
